N,Z,A,Element,Mass Excess (keV),ME Error Margin,ME Calculated?,Binding Energy Per Nucleon (keV),BEN Error Margin,BEN Calculated?,Beta Decay Energy (keV),BDE Error Margin,BDE Calculated?,Atomic Mass (u),AM Error Margin,AM Calculated?
48,36,84,Kr,-82439.34527,0.00382,calculated,8717.4473,0.0003,calculated,-2680.3708,2.194,calculated,83.91149772708,0.0041,calculated
47,37,84,Rb,-79758.975,2.194,calculated,8676.2244,0.0261,calculated,890.6058,2.3356,calculated,83.914375223,2.355,calculated
46,38,84,Sr,-80649.58,1.243,calculated,8677.5132,0.0148,calculated,-6755.1411,4.4114,calculated,83.913419118,1.334,calculated
45,39,84,Y,-73894.439,4.299,calculated,8587.7812,0.0512,calculated,-2472.7471,6.9767,calculated,83.92067106,4.615,calculated
44,40,84,Zr,-71421.692,5.499,calculated,8549.0301,0.0655,calculated,-10227.8497,5.5133,calculated,83.923325663,5.903,calculated
43,41,84,Nb,-61193.842,0.401,calculated,8417.9563,0.0048,calculated,-7024.0,298.0,estimated,83.934305711,0.43,calculated
42,42,84,Mo,-54170.0,298.0,estimated,8325.0,4.0,estimated,-16470.0,499.0,estimated,83.941846,320.0,estimated
41,43,84,Tc,-37700.0,400.0,estimated,8120.0,5.0,estimated,,,absent,83.959527,429.0,estimated
55,30,85,Zn,-25100.0,500.0,estimated,8090.0,6.0,estimated,14644.0,502.0,estimated,84.973054,537.0,estimated
54,31,85,Ga,-39744.059,37.26,calculated,8253.5687,0.4384,calculated,13379.3679,37.4459,calculated,84.957333,40.0,calculated
53,32,85,Ge,-53123.427,3.729,calculated,8401.7689,0.0439,calculated,10065.7253,4.8303,calculated,84.942969658,4.003,calculated
52,33,85,As,-63189.152,3.078,calculated,8510.9851,0.0362,calculated,9224.4929,4.0313,calculated,84.932163658,3.304,calculated
51,34,85,Se,-72413.645,2.613,calculated,8610.3045,0.0307,calculated,6161.8335,4.0313,calculated,84.922260758,2.804,calculated
50,35,85,Br,-78575.478,3.078,calculated,8673.5926,0.0362,calculated,2904.8622,3.6705,calculated,84.915645758,3.304,calculated
49,36,85,Kr,-81480.341,2.0,calculated,8698.5633,0.0235,calculated,687.0,2.0,calculated,84.91252726,2.147,calculated
48,37,85,Rb,-82167.34065,0.005,calculated,8697.4416,0.0003,calculated,-1064.051,2.8132,calculated,84.91178973604,0.00537,calculated
47,38,85,Sr,-81103.29,2.813,calculated,8675.7193,0.0331,calculated,-3261.1584,19.1729,calculated,84.912932041,3.02,calculated
46,39,85,Y,-77842.131,18.965,calculated,8628.1486,0.2231,calculated,-4666.9352,20.0257,calculated,84.916433039,20.36,calculated
45,40,85,Zr,-73175.196,6.43,calculated,8564.0394,0.0756,calculated,-6895.512,7.625,calculated,84.921443199,6.902,calculated
44,41,85,Nb,-66279.684,4.099,calculated,8473.7117,0.0482,calculated,-8769.9238,16.3572,calculated,84.928845836,4.4,calculated
43,42,85,Mo,-57509.76,15.835,calculated,8361.332,0.1863,calculated,-11660.0,400.0,estimated,84.938260736,17.0,calculated
42,43,85,Tc,-45850.0,400.0,estimated,8215.0,5.0,estimated,-15220.0,640.0,estimated,84.950778,429.0,estimated
41,44,85,Ru,-30630.0,500.0,estimated,8027.0,6.0,estimated,,,absent,84.967117,537.0,estimated
56,30,86,Zn,-20062.0,500.0,estimated,8032.0,6.0,estimated,13699.0,640.0,estimated,85.978463,537.0,estimated
55,31,86,Ga,-33760.0,400.0,estimated,8182.0,5.0,estimated,15640.0,593.0,estimated,85.963757,429.0,estimated
54,32,86,Ge,-49399.927,437.802,calculated,8354.63,5.0907,calculated,9562.2229,437.8158,calculated,85.946967,470.0,calculated
53,33,86,As,-58962.15,3.45,calculated,8456.7215,0.0401,calculated,11541.0256,4.2666,calculated,85.936701532,3.703,calculated
52,34,86,Se,-70503.175,2.52,calculated,8581.8224,0.0293,calculated,5129.086,3.9717,calculated,85.924311732,2.705,calculated
51,35,86,Br,-75632.261,3.078,calculated,8632.3659,0.0358,calculated,7633.4147,3.0779,calculated,85.918805432,3.304,calculated
50,36,86,Kr,-83265.67593,0.00372,calculated,8712.0295,0.0003,calculated,-518.6734,0.2,calculated,85.91061062468,0.00399,calculated
49,37,86,Rb,-82747.003,0.2,calculated,8696.9014,0.0023,calculated,1776.0972,0.2001,calculated,85.911167443,0.214,calculated
48,38,86,Sr,-84523.09977,0.00524,calculated,8708.4566,0.0003,calculated,-5240.0,14.1421,calculated,85.90926072473,0.00563,calculated
47,39,86,Y,-79283.1,14.142,calculated,8638.4293,0.1644,calculated,-1314.0763,14.5847,calculated,85.914886095,15.182,calculated
46,40,86,Zr,-77969.023,3.566,calculated,8614.0523,0.0415,calculated,-8834.9627,6.5521,calculated,85.916296814,3.827,calculated
45,41,86,Nb,-69134.061,5.499,calculated,8502.2231,0.0639,calculated,-5023.1337,6.2316,calculated,85.925781536,5.903,calculated
44,42,86,Mo,-64110.927,2.932,calculated,8434.7175,0.0341,calculated,-12541.0,300.0,estimated,85.931174092,3.147,calculated
43,43,86,Tc,-51570.0,300.0,estimated,8280.0,3.0,estimated,-11800.0,500.0,estimated,85.944637,322.0,estimated
42,44,86,Ru,-39770.0,400.0,estimated,8133.0,5.0,estimated,,,absent,85.957305,429.0,estimated
56,31,87,Ga,-28870.0,500.0,estimated,8124.0,6.0,estimated,14720.0,583.0,estimated,86.969007,537.0,estimated
55,32,87,Ge,-43590.0,300.0,estimated,8285.0,3.0,estimated,12028.0,300.0,estimated,86.953204,322.0,estimated
54,33,87,As,-55617.914,2.985,calculated,8413.8521,0.0343,calculated,10808.2192,3.726,calculated,86.940291716,3.204,calculated
53,34,87,Se,-66426.133,2.241,calculated,8529.092,0.0258,calculated,7465.5526,3.8766,calculated,86.928688616,2.405,calculated
52,35,87,Br,-73891.685,3.171,calculated,8605.9105,0.0364,calculated,6817.8455,3.1805,calculated,86.920674016,3.404,calculated
51,36,87,Kr,-80709.531,0.246,calculated,8675.284,0.0028,calculated,3888.2706,0.2463,calculated,86.913354759,0.264,calculated
50,37,87,Rb,-84597.802,0.006,calculated,8710.9843,0.0003,calculated,282.2749,0.0063,calculated,86.909180529,0.006,calculated
49,38,87,Sr,-84880.07643,0.00513,calculated,8705.2363,0.0003,calculated,-1861.6894,1.1278,calculated,86.90887749454,0.0055,calculated
48,39,87,Y,-83018.387,1.128,calculated,8674.8451,0.013,calculated,-3671.2405,4.2962,calculated,86.9108761,1.21,calculated
47,40,87,Zr,-79347.147,4.146,calculated,8623.6545,0.0477,calculated,-5472.6536,7.9633,calculated,86.914817338,4.45,calculated
46,41,87,Nb,-73874.493,6.802,calculated,8551.7579,0.0782,calculated,-6989.6757,7.3781,calculated,86.920692473,7.302,calculated
45,42,87,Mo,-66884.817,2.857,calculated,8462.4243,0.0328,calculated,-9194.7656,5.0729,calculated,86.928196198,3.067,calculated
44,43,87,Tc,-57690.052,4.192,calculated,8347.7449,0.0482,calculated,-11960.0,400.0,estimated,86.938067185,4.5,calculated
43,44,87,Ru,-45730.0,400.0,estimated,8201.0,5.0,estimated,,,absent,86.950907,429.0,estimated
57,31,88,Ga,-22390.0,500.0,estimated,8050.0,6.0,estimated,17129.0,640.0,estimated,87.975963,537.0,estimated
56,32,88,Ge,-39520.0,400.0,estimated,8236.0,5.0,estimated,10930.0,447.0,estimated,87.957574,429.0,estimated
55,33,88,As,-50450.0,200.0,estimated,8351.0,2.0,estimated,13434.0,200.0,estimated,87.94584,215.0,estimated
54,34,88,Se,-63884.203,3.357,calculated,8495.0045,0.0382,calculated,6831.764,4.6125,calculated,87.93141749,3.604,calculated
53,35,88,Br,-70715.967,3.171,calculated,8563.7479,0.036,calculated,8975.3282,4.1059,calculated,87.92408329,3.404,calculated
52,36,88,Kr,-79691.295,2.608,calculated,8656.8499,0.0296,calculated,2917.709,2.613,calculated,87.914447879,2.8,calculated
51,37,88,Rb,-82609.004,0.159,calculated,8681.1154,0.0018,calculated,5312.6243,0.159,calculated,87.91131559,0.17,calculated
50,38,88,Sr,-87921.62876,0.00561,calculated,8732.5958,0.0003,calculated,-3622.6,1.5,calculated,87.905612253,0.006,calculated
49,39,88,Y,-84299.029,1.5,calculated,8682.5396,0.017,calculated,-670.1549,5.6076,calculated,87.909501274,1.61,calculated
48,40,88,Zr,-83628.874,5.403,calculated,8666.0339,0.0614,calculated,-7457.3187,57.8921,calculated,87.910220715,5.8,calculated
47,41,88,Nb,-76171.555,57.808,calculated,8572.4013,0.6569,calculated,-3485.0021,57.9345,calculated,87.918226476,62.059,calculated
46,42,88,Mo,-72686.553,3.819,calculated,8523.9087,0.0434,calculated,-11016.2515,5.6021,calculated,87.921967779,4.1,calculated
45,43,88,Tc,-61670.301,4.099,calculated,8389.8338,0.0466,calculated,-7331.0,300.0,estimated,87.933794211,4.4,calculated
44,44,88,Ru,-54340.0,300.0,estimated,8298.0,3.0,estimated,-17479.0,500.0,estimated,87.941664,322.0,estimated
43,45,88,Rh,-36860.0,400.0,estimated,8090.0,5.0,estimated,,,absent,87.960429,429.0,estimated
57,32,89,Ge,-33040.0,400.0,estimated,8161.0,4.0,estimated,13490.0,500.0,estimated,88.96453,429.0,estimated
56,33,89,As,-46530.0,300.0,estimated,8304.0,3.0,estimated,12462.0,300.0,estimated,88.950048,322.0,estimated
55,34,89,Se,-58992.398,3.729,calculated,8435.2799,0.0419,calculated,9281.873,4.951,calculated,88.936669058,4.003,calculated
54,35,89,Br,-68274.271,3.264,calculated,8530.7802,0.0367,calculated,8261.5231,3.9045,calculated,88.926704558,3.504,calculated
53,36,89,Kr,-76535.795,2.142,calculated,8614.8158,0.0241,calculated,5176.6042,5.8342,calculated,88.917835449,2.3,calculated
52,37,89,Rb,-81712.399,5.427,calculated,8664.1895,0.061,calculated,4496.6278,5.4265,calculated,88.912278136,5.825,calculated
51,38,89,Sr,-86209.026,0.092,calculated,8705.923,0.0011,calculated,1502.1757,0.351,calculated,88.907450808,0.098,calculated
50,39,89,Y,-87711.202,0.339,calculated,8714.011,0.0038,calculated,-2833.2285,2.7652,calculated,88.905838156,0.363,calculated
49,40,89,Zr,-84877.974,2.78,calculated,8673.3865,0.0312,calculated,-4252.2191,23.7199,calculated,88.908879751,2.983,calculated
48,41,89,Nb,-80625.755,23.63,calculated,8616.8184,0.2655,calculated,-5610.8105,23.9513,calculated,88.913444696,25.367,calculated
47,42,89,Mo,-75014.944,3.912,calculated,8544.9851,0.044,calculated,-7620.0875,5.4673,calculated,88.919468149,4.2,calculated
46,43,89,Tc,-67394.857,3.819,calculated,8450.5758,0.0429,calculated,-9025.4327,24.5181,calculated,88.927648649,4.1,calculated
45,44,89,Ru,-58369.424,24.219,calculated,8340.376,0.2721,calculated,-12719.0,361.0,estimated,88.937337849,26.0,calculated
44,45,89,Rh,-45651.0,361.0,estimated,8189.0,4.0,estimated,,,absent,88.950992,387.0,estimated
58,32,90,Ge,-28470.0,500.0,estimated,8109.0,6.0,estimated,12520.0,640.0,estimated,89.969436,537.0,estimated
57,33,90,As,-40990.0,400.0,estimated,8240.0,4.0,estimated,14810.0,518.0,estimated,89.955995,429.0,estimated
56,34,90,Se,-55800.223,329.749,calculated,8395.7672,3.6639,calculated,8200.0834,329.766,calculated,89.940096,354.0,calculated
55,35,90,Br,-64000.306,3.357,calculated,8478.1865,0.0373,calculated,10958.9533,3.8396,calculated,89.931292848,3.604,calculated
54,36,90,Kr,-74959.259,1.863,calculated,8591.2599,0.0207,calculated,4406.3133,6.7158,calculated,89.919527929,2.0,calculated
53,37,90,Rb,-79365.573,6.452,calculated,8631.5262,0.0717,calculated,6585.3721,6.4806,calculated,89.914797557,6.926,calculated
52,38,90,Sr,-85950.945,1.449,calculated,8696.0043,0.0161,calculated,545.9674,1.406,calculated,89.90772787,1.555,calculated
51,39,90,Y,-86496.912,0.354,calculated,8693.3778,0.0039,calculated,2275.635,0.3726,calculated,89.907141749,0.379,calculated
50,40,90,Zr,-88772.547,0.118,calculated,8709.9699,0.0013,calculated,-6111.0165,3.3163,calculated,89.904698755,0.126,calculated
49,41,90,Nb,-82661.531,3.317,calculated,8633.377,0.0369,calculated,-2489.0165,3.3163,calculated,89.911259201,3.561,calculated
48,42,90,Mo,-80172.514,3.463,calculated,8597.0285,0.0385,calculated,-9447.8181,3.611,calculated,89.91393127,3.717,calculated
47,43,90,Tc,-70724.696,1.025,calculated,8483.36,0.0114,calculated,-5840.8951,3.8685,calculated,89.924073919,1.1,calculated
46,44,90,Ru,-64883.801,3.73,calculated,8409.7684,0.0414,calculated,-13250.0,200.0,estimated,89.930344378,4.004,calculated
45,45,90,Rh,-51634.0,200.0,estimated,8254.0,2.0,estimated,-11924.0,447.0,estimated,89.944569,215.0,estimated
44,46,90,Pd,-39710.0,400.0,estimated,8113.0,4.0,estimated,,,absent,89.95737,429.0,estimated
58,33,91,As,-36500.0,400.0,estimated,8189.0,4.0,estimated,14080.0,589.0,estimated,90.960816,429.0,estimated
57,34,91,Se,-50580.13,433.145,calculated,8334.8382,4.7598,calculated,10527.1716,433.1593,calculated,90.9457,465.0,calculated
56,35,91,Br,-61107.301,3.543,calculated,8441.9242,0.0389,calculated,9866.6724,4.1898,calculated,90.934398617,3.804,calculated
55,36,91,Kr,-70973.974,2.236,calculated,8541.7519,0.0246,calculated,6771.0748,8.1153,calculated,90.923806309,2.4,calculated
54,37,91,Rb,-77745.049,7.801,calculated,8607.5621,0.0857,calculated,5906.901,8.8732,calculated,90.916537261,8.375,calculated
53,38,91,Sr,-83651.95,5.453,calculated,8663.8759,0.0599,calculated,2699.3714,5.2468,calculated,90.910195942,5.853,calculated
52,39,91,Y,-86351.321,1.843,calculated,8684.9421,0.0203,calculated,1544.271,1.8403,calculated,90.907298048,1.978,calculated
51,40,91,Zr,-87895.592,0.095,calculated,8693.3149,0.0011,calculated,-1257.5644,2.9243,calculated,90.905640205,0.101,calculated
50,41,91,Nb,-86638.028,2.926,calculated,8670.8983,0.0322,calculated,-4429.1934,6.7439,calculated,90.906990256,3.14,calculated
49,42,91,Mo,-82208.834,6.238,calculated,8613.6286,0.0686,calculated,-6222.1768,6.6706,calculated,90.91174519,6.696,calculated
48,43,91,Tc,-75986.657,2.363,calculated,8536.6558,0.026,calculated,-7746.8246,3.2422,calculated,90.918424972,2.536,calculated
47,44,91,Ru,-68239.833,2.221,calculated,8442.9287,0.0244,calculated,-9670.0,298.0,estimated,90.92674153,2.384,calculated
46,45,91,Rh,-58570.0,298.0,estimated,8328.0,3.0,estimated,-12400.0,300.0,estimated,90.937123,320.0,estimated
45,46,91,Pd,-46170.0,423.0,estimated,8183.0,5.0,estimated,,,absent,90.950435,454.0,estimated
59,33,92,As,-30380.0,500.0,estimated,8121.0,5.0,estimated,16344.0,640.0,estimated,91.967386,537.0,estimated
58,34,92,Se,-46724.0,400.0,estimated,8290.0,4.0,estimated,9509.0,400.0,estimated,91.94984,429.0,estimated
57,35,92,Br,-56232.812,6.709,calculated,8384.9123,0.0729,calculated,12536.5161,7.2322,calculated,91.939631595,7.202,calculated
56,36,92,Kr,-68769.329,2.701,calculated,8512.675,0.0294,calculated,6003.121,6.6924,calculated,91.926173092,2.9,calculated
55,37,92,Rb,-74772.45,6.123,calculated,8569.4225,0.0666,calculated,8094.9212,6.4187,calculated,91.919728477,6.573,calculated
54,38,92,Sr,-82867.371,3.423,calculated,8648.907,0.0372,calculated,1949.1237,9.3841,calculated,91.911038222,3.675,calculated
53,39,92,Y,-84816.494,9.127,calculated,8661.5894,0.0992,calculated,3642.5294,9.1271,calculated,91.908945752,9.798,calculated
52,40,92,Zr,-88459.024,0.094,calculated,8692.6783,0.0011,calculated,-2005.7335,1.7823,calculated,91.905035336,0.101,calculated
51,41,92,Nb,-86453.29,1.784,calculated,8662.3731,0.0194,calculated,355.2968,1.7911,calculated,91.90718858,1.915,calculated
50,42,92,Mo,-86808.587,0.157,calculated,8657.7312,0.0017,calculated,-7882.8841,3.1063,calculated,91.906807153,0.168,calculated
49,43,92,Tc,-78925.703,3.102,calculated,8563.544,0.0337,calculated,-4624.4922,4.1246,calculated,91.915269777,3.33,calculated
48,44,92,Ru,-74301.211,2.718,calculated,8504.774,0.0295,calculated,-11302.1155,5.1531,calculated,91.920234373,2.917,calculated
47,45,92,Rh,-62999.095,4.378,calculated,8373.4211,0.0476,calculated,-8220.0,345.0,calculated,91.932367692,4.7,calculated
46,46,92,Pd,-54779.095,345.028,calculated,8275.5695,3.7503,calculated,-17249.0,528.0,estimated,91.941192225,370.402,calculated
45,47,92,Ag,-37530.0,400.0,estimated,8080.0,4.0,estimated,,,absent,91.95971,429.0,estimated
59,34,93,Se,-40860.0,400.0,estimated,8225.0,4.0,estimated,12030.0,588.0,estimated,92.956135,429.0,estimated
58,35,93,Br,-52890.235,430.816,calculated,8345.5986,4.6324,calculated,11245.7673,430.8234,calculated,92.94322,462.5,calculated
57,36,93,Kr,-64136.002,2.515,calculated,8458.1085,0.027,calculated,8483.8977,8.2243,calculated,92.931147172,2.7,calculated
56,37,93,Rb,-72619.9,7.83,calculated,8540.9209,0.0842,calculated,7465.9434,8.8761,calculated,92.922039334,8.406,calculated
55,38,93,Sr,-80085.844,7.554,calculated,8612.7875,0.0812,calculated,4141.3118,11.6972,calculated,92.914024314,8.109,calculated
54,39,93,Y,-84227.155,10.488,calculated,8648.9054,0.1128,calculated,2894.8723,10.483,calculated,92.909578434,11.259,calculated
53,40,93,Zr,-87122.028,0.456,calculated,8671.6207,0.0049,calculated,90.8123,1.4838,calculated,92.906470661,0.489,calculated
52,41,93,Nb,-87212.84,1.49,calculated,8664.1849,0.016,calculated,-405.7609,1.5012,calculated,92.90637317,1.599,calculated
51,42,93,Mo,-86807.079,0.181,calculated,8651.4095,0.002,calculated,-3200.9629,1.004,calculated,92.906808772,0.193,calculated
50,43,93,Tc,-83606.116,1.012,calculated,8608.5782,0.0109,calculated,-6389.3929,2.2995,calculated,92.910245147,1.086,calculated
49,44,93,Ru,-77216.723,2.065,calculated,8531.4627,0.0222,calculated,-8204.9136,3.3425,calculated,92.917104442,2.216,calculated
48,45,93,Rh,-69011.81,2.629,calculated,8434.8255,0.0283,calculated,-10030.0,370.0,calculated,92.925912778,2.821,calculated
47,46,93,Pd,-58981.81,370.009,calculated,8318.5637,3.9786,calculated,-12582.0,545.0,estimated,92.936680426,397.221,calculated
46,47,93,Ag,-46400.0,401.0,estimated,8175.0,4.0,estimated,,,absent,92.950188,430.0,estimated
60,34,94,Se,-36803.0,500.0,estimated,8180.0,5.0,estimated,10846.0,539.0,estimated,93.96049,537.0,estimated
59,35,94,Br,-47650.0,200.0,estimated,8287.0,2.0,estimated,13698.0,201.0,estimated,93.948846,215.0,estimated
58,36,94,Kr,-61347.78,12.109,calculated,8424.3318,0.1288,calculated,7215.0114,12.2782,calculated,93.934140452,13.0,calculated
57,37,94,Rb,-68562.791,2.029,calculated,8492.7644,0.0216,calculated,10282.9297,2.623,calculated,93.926394819,2.177,calculated
56,38,94,Sr,-78845.721,1.663,calculated,8593.8344,0.0177,calculated,3505.7517,6.422,calculated,93.915355641,1.785,calculated
55,39,94,Y,-82351.473,6.38,calculated,8622.8068,0.0679,calculated,4917.8589,6.3799,calculated,93.911592062,6.849,calculated
54,40,94,Zr,-87269.332,0.164,calculated,8666.8016,0.0018,calculated,-900.2684,1.5,calculated,93.906312523,0.175,calculated
53,41,94,Nb,-86369.063,1.491,calculated,8648.9014,0.0159,calculated,2045.0163,1.4937,calculated,93.907279001,1.6,calculated
52,42,94,Mo,-88414.079,0.141,calculated,8662.3341,0.0015,calculated,-4255.7476,4.0687,calculated,93.905083586,0.151,calculated
51,43,94,Tc,-84158.332,4.071,calculated,8608.7373,0.0433,calculated,-1574.7296,5.1433,calculated,93.909652319,4.37,calculated
50,44,94,Ru,-82583.602,3.143,calculated,8583.662,0.0334,calculated,-9675.9789,4.615,calculated,93.91134286,3.374,calculated
49,45,94,Rh,-72907.623,3.379,calculated,8472.4033,0.0359,calculated,-6805.3428,5.4588,calculated,93.92173045,3.627,calculated
48,46,94,Pd,-66102.281,4.287,calculated,8391.6832,0.0456,calculated,-13700.0,400.0,estimated,93.929036286,4.602,calculated
47,47,94,Ag,-52402.0,400.0,estimated,8238.0,4.0,estimated,-11962.0,640.0,estimated,93.943744,429.0,estimated
46,48,94,Cd,-40440.0,500.0,estimated,8102.0,5.0,estimated,,,absent,93.956586,537.0,estimated
61,34,95,Se,-30460.0,500.0,estimated,8112.0,5.0,estimated,13390.0,583.0,estimated,94.9673,537.0,estimated
60,35,95,Br,-43850.0,300.0,estimated,8245.0,3.0,estimated,12309.0,301.0,estimated,94.952925,322.0,estimated
59,36,95,Kr,-56158.92,18.63,calculated,8365.9963,0.1961,calculated,9731.3868,27.5124,calculated,94.939710922,20.0,calculated
58,37,95,Rb,-65890.307,20.245,calculated,8460.1967,0.2131,calculated,9226.9772,20.2036,calculated,94.929263849,21.733,calculated
57,38,95,Sr,-75117.284,5.81,calculated,8549.0875,0.0612,calculated,6090.6528,7.2395,calculated,94.919358282,6.237,calculated
56,39,95,Y,-81207.937,6.779,calculated,8604.9644,0.0714,calculated,4452.0031,6.7718,calculated,94.912819697,7.277,calculated
55,40,95,Zr,-85659.94,0.869,calculated,8643.5924,0.0092,calculated,1126.3312,0.9854,calculated,94.908040276,0.933,calculated
54,41,95,Nb,-86786.272,0.508,calculated,8647.2133,0.0054,calculated,925.6009,0.4938,calculated,94.90683111,0.545,calculated
53,42,95,Mo,-87711.872,0.123,calculated,8648.7212,0.0013,calculated,-1690.5175,5.0782,calculated,94.905837436,0.132,calculated
52,43,95,Tc,-86021.355,5.08,calculated,8622.6911,0.0535,calculated,-2563.5961,10.531,calculated,94.907652281,5.453,calculated
51,44,95,Ru,-83457.759,9.502,calculated,8587.4706,0.1,calculated,-5117.1423,10.2656,calculated,94.910404415,10.2,calculated
